date,region,sales,SST,fish_density,chlorophyll
2023-11-28,North,167.76,167.76,135.8386651112106,36.58039238266434
2023-11-29,North,148.28,148.28,112.3684321180735,34.08768980414241
2023-11-30,North,156.21,156.21,129.5881350960345,38.63152572375388
2023-12-01,North,141.1,141.1,111.95548931778504,35.009294375147746
2023-12-02,North,151.04,151.04,118.2183848974048,32.462281097037874
2023-12-03,North,164.94,164.94,137.19704612918446,38.690959800704405
2023-12-04,North,174.5,174.5,136.0782815472862,35.94354950125038
2023-12-05,North,164.11,164.11,124.2456935181822,37.915869804120746
2023-12-06,North,153.95,153.95,115.37685413238049,39.58553403349195
2023-12-07,North,156.99,156.99,128.62204975672822,34.50221456546203
2023-12-08,North,163.01,163.01,124.00585323751858,35.93335390901683
2023-12-09,North,163.46,163.46,139.54197090992182,39.22005956314572
2023-12-10,North,164.84,164.84,121.4623529605814,34.88239696958071
2023-12-11,North,167.84,167.84,142.75428184145022,37.302489940229925
2023-12-12,North,158.11,158.11,127.5430873360131,37.81488227516351
2023-12-13,North,156.42,156.42,124.65243444064804,35.0154283046212
2023-12-14,North,142.4,142.4,111.19540456595529,33.00806002557806
2023-12-15,North,155.28,155.28,126.21968057176036,37.54437142063007
2023-12-16,North,170.41,170.41,136.13982648787575,39.92509216707312
2023-12-17,North,171.83,171.83,142.98050941008265,39.89963679259081
2023-12-18,North,167.87,167.87,134.86713824331022,37.895755441459926
2023-12-19,North,167.48,167.48,134.7355088073094,39.23612223053792
2023-12-20,North,164.31,164.31,129.62993893893074,37.61453463980049
2023-12-21,North,158.69,158.69,126.66727188139464,37.65361121985157
2023-12-22,North,147.79,147.79,119.7710088444603,33.564135949764044
2023-12-23,North,163.22,163.22,122.02515803671686,37.278862051240914
2023-12-24,North,167.74,167.74,127.45107288947143,36.56808441489598
2023-12-25,North,174.54,174.54,143.34832047011358,39.83798477998753
2023-12-26,North,167.05,167.05,134.49432719063972,36.78799827274232
2023-12-27,North,144.65,144.65,114.80008331823662,31.701907099676017
2023-12-28,North,149.39,149.39,119.60416966532696,35.39532229571078
2023-12-29,North,154.09,154.09,125.00990852680836,36.243479551715325
2023-12-30,North,153.79,153.79,120.3332015984532,37.32374746989714
2023-12-31,North,171.72,171.72,133.48447637298844,38.481748860849805
2022-01-01,South,106.69,106.69,86.3312262754884,27.154105693673515
2022-01-02,South,115.83,115.83,87.77213611192484,29.26759514454733
2022-01-03,South,105.57,105.57,86.49726377857236,27.00354761566319
2022-01-04,South,97.95,97.95,69.8470819788108,22.93869263439572
2022-01-05,South,93.12,93.12,79.64177818662823,23.92272696454238
2022-01-06,South,93.05,93.05,76.8029874120652,24.33828059210932
2022-01-07,South,102.85,102.85,83.56014867156938,25.584356933815883
2022-01-08,South,107.51,107.51,90.92145491972758,22.329044683257838
2022-01-09,South,109.83,109.83,96.19137222231288,27.28697924794696
2022-01-10,South,99.11,99.11,84.35985032509066,29.247062078794485
2022-01-11,South,97.56,97.56,68.84362884334178,23.791921462486037
2022-01-12,South,82.11,82.11,59.29011516632149,19.96584580428936
2022-01-13,South,94.09,94.09,72.14790711152162,24.5646971194228
2022-01-14,South,99.13,99.13,79.43445525105417,25.450756420933143
2022-01-15,South,110.27,110.27,90.80429510234562,29.439470330832837
2022-01-16,South,105.12,105.12,80.46728093423268,23.508263688182225
2022-01-17,South,94.4,94.4,76.4538338223854,25.34276050514999
2022-01-18,South,94.61,94.61,71.91108533823339,25.10284412250293
2022-01-19,South,85.76,85.76,65.55041098504026,21.86770692611891
2022-01-20,South,84.06,84.06,60.21469451575889,22.489374635843383
2022-01-21,South,104.66,104.66,79.11183376944548,27.990914963196715
2022-01-22,South,116.69,116.69,86.59357697191834,30.0826307600569
2022-01-23,South,106.67,106.67,80.45663373511334,24.047961375852545
2022-01-24,South,104.91,104.91,89.1962089830392,27.62231637351097
2022-01-25,South,95.11,95.11,71.3410055558403,23.892622789934965
2022-01-26,South,87.99,87.99,83.55391032418694,22.743748196031028
2022-01-27,South,96.57,96.57,79.72258950440445,24.46039398200339
2022-01-28,South,106.16,106.16,85.85218061847436,25.93151402240348
2022-01-29,South,104.63,104.63,79.41221109909394,28.30941499421413
2022-01-30,South,111.17,111.17,92.43754939704496,27.06656408030158
2022-01-31,South,112.0,112.0,86.72181086881113,25.160907743233665
2022-02-01,South,100.38,100.38,80.9140490732268,24.288940288060545
2022-02-02,South,95.76,95.76,89.40842269134397,24.509389433620957
2022-02-03,South,100.38,100.38,79.82370050137675,27.5344295685941
2022-02-04,South,108.17,108.17,92.28236663142836,27.84018936989767
2022-02-05,South,114.4,114.4,88.00411787437058,26.178929442505915
2022-02-06,South,111.96,111.96,89.39305754751518,32.36237983335778
2022-02-07,South,103.95,103.95,92.01400317817756,26.31955062195596
2022-02-08,South,97.74,97.74,75.05716471106118,27.09878147599803
2022-02-09,South,89.18,89.18,80.40624278998465,22.532571132845543
2022-02-10,South,84.07,84.07,70.79475967727738,22.8807184894109
2022-02-11,South,100.29,100.29,77.41966612052867,26.73693700903681
2022-02-12,South,111.33,111.33,92.2260386952776,29.702389423508517
2022-02-13,South,108.58,108.58,91.72677224813366,28.830736610756453
2022-02-14,South,105.19,105.19,87.26104981108598,27.78239400014596
2022-02-15,South,96.74,96.74,69.54087640054772,23.71782653761178
2022-02-16,South,98.93,98.93,75.50831412087567,23.64250791608788
2022-02-17,South,92.32,92.32,72.61840682224248,24.129215020648395
2022-02-18,South,108.76,108.76,86.63583285449978,28.618256144682142
2022-02-19,South,96.27,96.27,80.1193604877534,23.808558598446787
2022-02-20,South,118.55,118.55,95.72850500466627,30.840343931428773
2022-02-21,South,112.92,112.92,83.6592782064495,30.48923349097236
2022-02-22,South,102.31,102.31,83.74898925502983,23.62935816185316
2022-02-23,South,82.37,82.37,68.94892872641911,19.80015859240744
2022-02-24,South,99.5,99.5,82.3989522396552,24.61924988218933
2022-02-25,South,102.01,102.01,87.01190362777311,26.017225336378395
2022-02-26,South,97.48,97.48,82.15361077274453,23.4468659724659
2022-02-27,South,118.59,118.59,97.1679003961422,31.42240535773429
2022-02-28,South,113.95,113.95,90.80917144270676,28.638133723036905
2022-03-01,South,88.57,88.57,62.55119533242004,22.79289409648148
2022-03-02,South,93.6,93.6,77.02809109566293,20.848180952262943
2022-03-03,South,101.63,101.63,82.34243843581555,22.694368367144985
2022-03-04,South,108.7,108.7,88.31789418597687,27.302018500563616
2022-03-05,South,114.59,114.59,85.28825712089846,23.65280874769033
2022-03-06,South,99.15,99.15,73.9147172979587,26.855274819288145
2022-03-07,South,110.66,110.66,93.79376426666452,26.81569231125536
2022-03-08,South,97.29,97.29,77.63422423071674,30.944185939189467
2022-03-09,South,97.99,97.99,81.79950348686312,29.21383250123222
2022-03-10,South,96.26,96.26,77.14959188065231,23.88910186150497
2022-03-11,South,102.74,102.74,82.34078069747873,25.33532599493737
2022-03-12,South,113.9,113.9,95.81141902988,29.77116302800406
2022-03-13,South,111.81,111.81,86.86777635891313,30.76834521983608
2022-03-14,South,107.18,107.18,86.22460388470493,23.15994188512797
2022-03-15,South,95.89,95.89,74.40062355647478,20.60524906929063
2022-03-16,South,85.27,85.27,66.04351886283841,20.809930388891235
2022-03-17,South,98.11,98.11,76.9421393826568,25.78747516634773
2022-03-18,South,99.1,99.1,80.39066885816857,25.813747181015195
2022-03-19,South,109.98,109.98,85.59025689168263,29.135542909967704
2022-03-20,South,114.39,114.39,97.7907806278676,25.478604943269385
2022-03-21,South,97.16,97.16,73.25496348890249,19.799712274062248
2022-03-22,South,89.65,89.65,70.78564177919321,24.646028390604293
2022-03-23,South,92.09,92.09,71.47334470862914,21.761607454069534
2022-03-24,South,97.83,97.83,85.49888942176868,20.529024271222728
2022-03-25,South,107.14,107.14,86.69477388255788,26.718127491918764
2022-03-26,South,103.32,103.32,87.81522269734317,27.25035137643736
2022-03-27,South,116.43,116.43,85.71619813481514,28.041885735757447
2022-03-28,South,106.65,106.65,86.6552513293463,25.414303227635024
2022-03-29,South,94.83,94.83,80.3121539781172,23.64727553570819
2022-03-30,South,90.63,90.63,72.91541994637713,22.384834475198435
2022-03-31,South,99.85,99.85,85.20740187532675,22.273905776119665
2022-04-01,South,105.07,105.07,81.46955774949814,24.584638646019137
2022-04-02,South,111.81,111.81,96.4947372009279,28.40455981002763
2022-04-03,South,114.75,114.75,103.29449061809626,28.593357082753
2022-04-04,South,112.81,112.81,88.43380719780171,27.89811961193364
2022-04-05,South,99.04,99.04,77.00448739299615,22.81770303629325
2022-04-06,South,94.43,94.43,82.81092238558851,23.522993675728667
2022-04-07,South,101.82,101.82,89.35386072865356,21.009869907114293
2022-04-08,South,102.33,102.33,79.24969986423366,25.82295332777078
2022-04-09,South,114.94,114.94,89.85106591452072,30.845715415627133
2022-04-10,South,111.3,111.3,87.63107695569747,24.31173573591579
2022-04-11,South,106.37,106.37,78.37374744482862,25.10214465336449
2022-04-12,South,99.3,99.3,74.84674026757901,25.51821355742026
2022-04-13,South,97.02,97.02,72.59529616623966,26.909685268854968
2022-04-14,South,102.39,102.39,78.07301217447936,24.581550767399705
2022-04-15,South,104.76,104.76,83.63457556306611,24.56749934146821
2022-04-16,South,104.64,104.64,84.8830736626826,21.990153715167835
2022-04-17,South,117.27,117.27,101.5685024640704,28.660876258616213
2022-04-18,South,121.01,121.01,91.81622979630605,33.28615208028749
2022-04-19,South,100.65,100.65,85.44161199238293,25.684716923929354
2022-04-20,South,86.19,86.19,67.88205577887246,22.19344204163257
2022-04-21,South,97.56,97.56,77.80068145173783,25.15616462153397
2022-04-22,South,104.55,104.55,87.01409746083301,25.887815992102794
2022-04-23,South,111.99,111.99,83.9783898921885,25.77197125547974
2022-04-24,South,119.13,119.13,97.21604873092024,30.47255983135541
2022-04-25,South,115.92,115.92,93.56826104106528,28.63552304622351
2022-04-26,South,103.81,103.81,85.51025632004075,25.797226503867314
2022-04-27,South,94.36,94.36,76.93384321953909,21.9212679454435
2022-04-28,South,102.62,102.62,94.37250069955448,28.13101586386952
2022-04-29,South,97.39,97.39,74.72330007874342,25.80740549066622
2022-04-30,South,109.14,109.14,84.65701522499093,25.7221583252654
2022-05-01,South,111.66,111.66,86.21229736787618,29.335649707363874
2022-05-02,South,109.16,109.16,84.55061440419873,25.836858323229585
2022-05-03,South,103.22,103.22,79.38906436346741,24.07999301497793
2022-05-04,South,94.31,94.31,81.39308265553777,22.342593765039428
2022-05-05,South,92.75,92.75,81.30252123994927,20.00786289382382
2022-05-06,South,110.02,110.02,85.16226853125262,27.94708476083641
2022-05-07,South,111.83,111.83,85.30222213447885,23.7037102433233
2022-05-08,South,115.49,115.49,94.74907778193202,25.641112337468478
2022-05-09,South,112.36,112.36,87.12688477859516,23.32082398184293
2022-05-10,South,101.16,101.16,84.09265908877755,25.059860614418213
2022-05-11,South,95.82,95.82,77.67061510425648,23.86335907945625
2022-05-12,South,102.72,102.72,74.59727942501384,24.89060757362727
2022-05-13,South,106.19,106.19,92.68952600665033,24.15284461065885
2022-05-14,South,117.61,117.61,103.0673883654776,26.177532493126723
2022-05-15,South,117.99,117.99,91.32805654757806,29.526739727093148
2022-05-16,South,119.98,119.98,94.04549220032008,27.89489613658303
2022-05-17,South,103.3,103.3,84.06932695362453,26.29271664307229
2022-05-18,South,99.08,99.08,80.93628394993513,23.04550262775156
2022-05-19,South,103.37,103.37,85.98872136336416,26.03612548554217
2022-05-20,South,106.04,106.04,94.88302269383176,28.81455607463213
2022-05-21,South,110.39,110.39,87.42726386252977,28.25033160078557
2022-05-22,South,113.18,113.18,86.55251377730774,26.81117236356704
2022-05-23,South,107.86,107.86,79.39140385992738,27.08639794071186
2022-05-24,South,96.79,96.79,73.77734980029042,23.87666965093958
2022-05-25,South,97.77,97.77,78.05036513563103,24.569760369389456
2022-05-26,South,95.0,95.0,84.97278931758893,23.348777895702995
2022-05-27,South,106.98,106.98,82.99594350481915,26.067329588229217
2022-05-28,South,113.07,113.07,91.57493975819447,28.038186706148352
2022-05-29,South,115.63,115.63,92.42188551963623,26.1392826008361
2022-05-30,South,113.25,113.25,96.54196636724043,25.618242346020047
2022-05-31,South,99.12,99.12,91.93066212936812,22.04691489233758
2022-06-01,South,99.66,99.66,77.07365613539841,21.731457790992582
2022-06-02,South,106.27,106.27,82.5688027874089,23.819434615559043
2022-06-03,South,108.01,108.01,91.62880438534538,26.92092501360826
2022-06-04,South,110.25,110.25,91.60945744813156,25.264424969016236
2022-06-05,South,113.05,113.05,99.67353662868015,28.637228928462196
2022-06-06,South,109.52,109.52,90.53564092662982,26.973427497505124
2022-06-07,South,99.15,99.15,77.52353954606471,20.892991573123894
2022-06-08,South,91.8,91.8,76.39327415346155,24.66995116844338
2022-06-09,South,99.5,99.5,85.14351790291455,26.521597291183426
2022-06-10,South,105.48,105.48,88.48641090598683,24.108274650330294
2022-06-11,South,115.39,115.39,94.8483701555365,28.918383085789987
2022-06-12,South,122.35,122.35,103.21337344794576,27.7570035251816
2022-06-13,South,109.86,109.86,93.73447795222836,27.167340753496678
2022-06-14,South,96.48,96.48,84.09479495518765,21.767003186090072
2022-06-15,South,95.05,95.05,79.28354943794822,20.423787094930848
2022-06-16,South,102.87,102.87,81.46040959841574,24.808365620774065
2022-06-17,South,110.26,110.26,88.94156843216663,26.80454210745033
2022-06-18,South,117.33,117.33,99.8965448325418,27.670640612770796
2022-06-19,South,113.58,113.58,86.77932164506382,25.34793888355488
2022-06-20,South,115.09,115.09,93.9153665443645,27.218201875737726
2022-06-21,South,107.58,107.58,84.0973059383632,27.05458950516147
2022-06-22,South,93.85,93.85,75.22372411467408,23.680213939754925
2022-06-23,South,99.09,99.09,85.6642593130365,25.18300206119843
2022-06-24,South,117.26,117.26,94.76349534009952,27.111769599091534
2022-06-25,South,111.32,111.32,89.28818274078074,29.60743582943232
2022-06-26,South,108.47,108.47,79.97671929510041,24.34165332689044
2022-06-27,South,118.54,118.54,98.56326783013613,29.68312059417344
2022-06-28,South,108.67,108.67,90.16342090570538,29.097782185919925
2022-06-29,South,95.33,95.33,87.0802736165273,25.02781618549779
2022-06-30,South,99.02,99.02,77.67710882523501,24.398951545870343
2022-07-01,South,101.32,101.32,82.1517516383197,24.20740590667404
2022-07-02,South,115.75,115.75,93.84691841855378,30.22217530209252
2022-07-03,South,123.11,123.11,106.37526639881736,26.776050149476653
2022-07-04,South,109.2,109.2,86.88352233806525,24.89975147924072
2022-07-05,South,107.66,107.66,87.52310762885169,25.73688446901656
2022-07-06,South,100.22,100.22,83.2154825485827,27.519307515024
2022-07-07,South,102.77,102.77,83.1490456157818,26.313535272081797
2022-07-08,South,105.32,105.32,82.02383192724736,24.12790848297951
2022-07-09,South,113.82,113.82,92.02644996449152,27.14338458923019
2022-07-10,South,108.33,108.33,92.03215874929886,25.43735371180741
2022-07-11,South,109.37,109.37,82.36342350294471,25.45442201553293
2022-07-12,South,109.38,109.38,88.16884837073438,28.83377911711356
2022-07-13,South,93.55,93.55,71.33939592530413,20.96651374147299
2022-07-14,South,96.26,96.26,82.98323314462422,27.46956171146875
2022-07-15,South,111.23,111.23,81.36806547608114,28.902459380369248
2022-07-16,South,117.9,117.9,91.52539076364206,30.7617233412074
2022-07-17,South,121.31,121.31,98.9340593753226,28.336120975949484
2022-07-18,South,106.67,106.67,93.16362014617172,26.034118561841783
2022-07-19,South,116.67,116.67,93.00724869463508,25.46769637095058
2022-07-20,South,92.4,92.4,71.14400236653401,22.430675185866395
2022-07-21,South,101.22,101.22,90.38178534720296,26.231309695286303
2022-07-22,South,107.52,107.52,78.77593049791878,29.096126123562797
2022-07-23,South,110.24,110.24,77.19797021689959,24.8336863663951
2022-07-24,South,116.29,116.29,95.23207225026668,27.526988126029472
2022-07-25,South,112.89,112.89,87.80172887823696,27.27540155953496
2022-07-26,South,100.89,100.89,75.60583591434644,22.38642159561503
2022-07-27,South,103.46,103.46,86.30978223649677,26.8746984835168
2022-07-28,South,99.93,99.93,81.16300356885601,23.538019336514783
2022-07-29,South,101.89,101.89,78.69160684631636,24.98721929764595
2022-07-30,South,109.33,109.33,81.06247800664552,25.962101256176243
2022-07-31,South,121.46,121.46,101.53028664140074,27.71332298856065
2022-08-01,South,105.63,105.63,87.75500588979331,26.11191002903889
2022-08-02,South,106.01,106.01,84.3121206811031,25.77078084286396
2022-08-03,South,101.28,101.28,90.25718498023834,24.51228423544267
2022-08-04,South,96.05,96.05,71.48957616836924,22.75307675663932
2022-08-05,South,113.34,113.34,83.04437414537631,28.307049341565914
2022-08-06,South,108.16,108.16,83.06845965059378,29.93923453698457
2022-08-07,South,120.2,120.2,95.93206991822252,29.319774465678258
2022-08-08,South,113.15,113.15,91.73669724661347,29.62223642982226
2022-08-09,South,104.12,104.12,82.08981971071836,23.043556149693075
2022-08-10,South,93.46,93.46,76.52827698257148,24.00752287858754
2022-08-11,South,96.63,96.63,71.04630287904779,22.13126336205787
2022-08-12,South,117.27,117.27,101.0348230203663,25.5001501449362
2022-08-13,South,123.11,123.11,98.07724410803716,28.14325718508193
2022-08-14,South,122.72,122.72,103.76247915794065,31.927798668827144
2022-08-15,South,118.34,118.34,96.38562673188854,30.568031657339294
2022-08-16,South,109.23,109.23,89.66776609576894,27.3320094441088
2022-08-17,South,98.02,98.02,81.26483640116102,21.53859888022014
2022-08-18,South,101.84,101.84,83.71054280008659,24.975438697224128
2022-08-19,South,102.1,102.1,84.89361379933773,26.023400017803475
2022-08-20,South,116.88,116.88,100.14976265066215,28.7270724591572
2022-08-21,South,125.21,125.21,101.15060584850735,26.35441283303851
2022-08-22,South,110.62,110.62,92.04101878794258,25.343364303960257
2022-08-23,South,110.41,110.41,87.87932152856386,26.953844471702567
2022-08-24,South,100.38,100.38,87.50458607724737,26.14858181903438
2022-08-25,South,94.97,94.97,72.59403848970365,19.601744357800108
2022-08-26,South,104.22,104.22,92.38070216455408,25.519752049040285
2022-08-27,South,122.21,122.21,97.56721024677827,29.728097539757904
2022-08-28,South,122.35,122.35,90.72612448940976,31.169223977032424
2022-08-29,South,114.72,114.72,92.41652207455397,29.32971516847488
2022-08-30,South,104.21,104.21,79.96274171262559,27.00714263761761
2022-08-31,South,101.26,101.26,85.21121774494362,23.652118986596136
2022-09-01,South,106.58,106.58,82.00088010348806,22.499995725753383
2022-09-02,South,117.42,117.42,91.70508283392611,27.6978944858772
2022-09-03,South,125.52,125.52,90.96829634527234,32.10726365041712
2022-09-04,South,121.73,121.73,95.12246840375462,32.13290905504887
2022-09-05,South,113.64,113.64,78.79260336685522,29.14909820459557
2022-09-06,South,106.6,106.6,77.36048588257138,27.17868164560347
2022-09-07,South,103.11,103.11,86.29007328072149,26.38127929677193
2022-09-08,South,105.06,105.06,87.97700079325416,24.89976250647844
2022-09-09,South,116.87,116.87,95.62328780892484,28.113879412892764
2022-09-10,South,128.77,128.77,98.18111928435395,34.092139051652666
2022-09-11,South,119.13,119.13,95.0654432192901,26.94088398841625
2022-09-12,South,125.57,125.57,100.43798730454716,33.3435575814197
2022-09-13,South,112.02,112.02,83.82417655403728,26.759943691015884
2022-09-14,South,100.28,100.28,87.74099150883576,27.70686421819016
2022-09-15,South,110.25,110.25,92.58681145287837,24.236369981004923
2022-09-16,South,119.05,119.05,94.1351791308517,29.9818084023293
2022-09-17,South,116.18,116.18,93.07842919497268,26.76245972810476
2022-09-18,South,129.11,129.11,104.32991403973776,27.99146561615163
2022-09-19,South,120.45,120.45,86.15132565787856,29.52706808482189
2022-09-20,South,118.29,118.29,93.39611308739704,30.67694357719194
2022-09-21,South,98.95,98.95,75.75007876001102,23.10011712281301
2022-09-22,South,101.28,101.28,76.01589995052542,22.2579680790832
2022-09-23,South,100.77,100.77,79.21049853557022,24.97031047133009
2022-09-24,South,121.62,121.62,106.28443263424762,29.14912934244564
2022-09-25,South,122.61,122.61,101.29221430633504,30.618639255109
2022-09-26,South,112.55,112.55,87.18410505108602,29.409189142728977
2022-09-27,South,106.32,106.32,87.91891390678079,26.14516963745501
2022-09-28,South,94.81,94.81,82.84477718293002,27.673006629588528
2022-09-29,South,109.33,109.33,92.08716841456383,27.314469489070586
2022-09-30,South,108.74,108.74,87.29015184960087,26.0551469879862
2022-10-01,South,134.52,134.52,104.38131611147216,28.680865281794347
2022-10-02,South,120.15,120.15,99.61111656806796,28.504680959367665
2022-10-03,South,111.86,111.86,91.45542692710876,26.69922610917773
2022-10-04,South,104.96,104.96,88.44396610013867,27.91260959256294
2022-10-05,South,94.59,94.59,78.84785900840986,24.84296724813371
2022-10-06,South,106.03,106.03,90.07176357659668,23.847261756734767
2022-10-07,South,109.38,109.38,84.82782394219717,27.220508772822075
2022-10-08,South,125.0,125.0,106.58697032817165,31.343062343458108
2022-10-09,South,119.94,119.94,96.939998023462,32.04406271877566
2022-10-10,South,122.87,122.87,108.67230436312632,31.34900793482812
2022-10-11,South,111.09,111.09,85.42606090955218,28.73969330862296
2022-10-12,South,102.08,102.08,90.34381901582626,25.53617198923033
2022-10-13,South,111.81,111.81,90.43755391731324,28.1386240108469
2022-10-14,South,116.53,116.53,89.96690998192776,30.80500980141232
2022-10-15,South,134.36,134.36,105.0685708297284,29.206445205040705
2022-10-16,South,119.55,119.55,94.0382634590284,28.211121345566088
2022-10-17,South,116.61,116.61,95.4088297320096,26.77686250248752
2022-10-18,South,115.44,115.44,94.9661774401775,28.84630623745225
2022-10-19,South,94.51,94.51,72.73949998030712,26.362444351301576
2022-10-20,South,110.78,110.78,88.5022270386951,25.962051426557856
2022-10-21,South,114.25,114.25,102.11135179305931,23.069391265061125
2022-10-22,South,115.48,115.48,101.02171585050355,27.271558509951063
2022-10-23,South,115.07,115.07,94.23761834837016,29.84094746403481
2022-10-24,South,113.16,113.16,90.718017390841,28.70725980589976
2022-10-25,South,96.46,96.46,77.76815663359132,25.148372495621157
2022-10-26,South,100.07,100.07,83.12358986365209,24.45401339625104
2022-10-27,South,107.6,107.6,80.96603717400797,23.961938527560427
2022-10-28,South,109.96,109.96,86.68111731288327,28.022588643248938
2022-10-29,South,127.15,127.15,93.37707963061206,28.761436379930757
2022-10-30,South,130.48,130.48,106.3801156130264,35.46419346676091
2022-10-31,South,123.19,123.19,101.78797969851372,30.779014416709032
2022-11-01,South,109.32,109.32,85.04006768850313,25.702703394892097
2022-11-02,South,91.18,91.18,80.81393381645017,22.013229505222743
2022-11-03,South,101.26,101.26,74.87917168498831,25.066111586772827
2022-11-04,South,111.92,111.92,82.2141255989509,26.9049961559565
2022-11-05,South,116.02,116.02,93.93825909279988,30.43766755105991
2022-11-06,South,121.77,121.77,102.65149151306076,29.72683233948809
2022-11-07,South,125.15,125.15,108.53963845728934,28.566736522182943
2022-11-08,South,100.23,100.23,77.88957868565531,28.82688137031157
2022-11-09,South,112.15,112.15,95.11340416715647,27.52861666304045
2022-11-10,South,109.49,109.49,87.39945765249647,28.435679351937797
2022-11-11,South,114.26,114.26,90.54486350029592,26.635546985110487
2022-11-12,South,117.21,117.21,98.18629968743336,29.168231255489047
2022-11-13,South,118.38,118.38,97.96561439206712,29.29821998228639
2022-11-14,South,109.25,109.25,79.51803921507876,23.070701415807697
2022-11-15,South,117.33,117.33,101.24670174862948,32.49655022092128
2022-11-16,South,111.07,111.07,95.75645677073726,29.79528892184509
2022-11-17,South,98.32,98.32,75.52818649245236,23.869609367708023
2022-11-18,South,110.45,110.45,90.33901766718706,24.88546051908829
2022-11-19,South,123.24,123.24,101.0621509314137,30.343123227607105
2022-11-20,South,121.54,121.54,98.53536882911956,29.481395398828795
2022-11-21,South,108.08,108.08,83.7124742307729,27.32733789712646
2022-11-22,South,105.75,105.75,81.24188316030975,26.53315479238818
2022-11-23,South,113.42,113.42,90.60822964504278,28.696481978611853
2022-11-24,South,102.69,102.69,88.01564509629682,28.432611398783614
2022-11-25,South,112.68,112.68,92.86200077297217,28.672206410257296
2022-11-26,South,115.63,115.63,90.65092833956948,26.02668900218012
2022-11-27,South,126.27,126.27,104.87449355324172,32.979125705424906
2022-11-28,South,118.54,118.54,80.58928689684963,31.98922912697657
2022-11-29,South,105.61,105.61,90.23182850186052,32.42611346902417
2022-11-30,South,97.43,97.43,69.24543110610952,22.239011933520807
2022-12-01,South,112.95,112.95,88.54779529298435,28.075764026300558
2022-12-02,South,105.76,105.76,79.00965052686928,21.98780259362203
2022-12-03,South,124.16,124.16,92.85459262139548,30.93829831275842
2022-12-04,South,112.85,112.85,96.0841339368926,26.47359940366645
2022-12-05,South,121.78,121.78,95.08549399344056,33.20289158964991
2022-12-06,South,114.46,114.46,93.30051940865356,26.342770059962834
2022-12-07,South,109.72,109.72,87.54139710560409,23.56563392406548
2022-12-08,South,105.41,105.41,86.7132041361156,25.13947251859496
2022-12-09,South,121.99,121.99,97.97610945530128,25.447024457565725
2022-12-10,South,133.47,133.47,100.36103887905716,33.196198909014626
2022-12-11,South,122.3,122.3,102.8213340972357,25.32983390748736
2022-12-12,South,116.28,116.28,90.55521708419344,28.31291516236632
2022-12-13,South,110.65,110.65,80.73709050670125,22.974376360287607
2022-12-14,South,102.14,102.14,79.57142419517044,24.78740439092672
2022-12-15,South,103.38,103.38,90.20779895317156,28.96275631160907
2022-12-16,South,111.68,111.68,93.59510871056747,28.05729578287159
2022-12-17,South,130.8,130.8,102.89673932796072,29.433012790070137
2022-12-18,South,128.05,128.05,100.69371147840786,30.547593022121838
2022-12-19,South,116.42,116.42,91.5278247439131,28.320033744088896
2022-12-20,South,97.91,97.91,88.71173991780421,25.527260691686813
2022-12-21,South,97.1,97.1,79.58967726115777,21.68628327343835
2022-12-22,South,109.31,109.31,89.59820823595535,28.04713454769466
2022-12-23,South,104.04,104.04,88.38341727015923,20.39921673679445
2022-12-24,South,123.97,123.97,100.36994579513257,28.53423089527238
2022-12-25,South,119.15,119.15,94.02478927089648,27.853452315096916
2022-12-26,South,119.57,119.57,94.67425075457513,30.18065365214248
2022-12-27,South,110.8,110.8,88.28199370292968,27.205261705353735
2022-12-28,South,105.71,105.71,84.38188881745079,23.330873892287425
2022-12-29,South,105.11,105.11,87.7261477181849,24.05201374836597
2022-12-30,South,112.8,112.8,90.4997294290365,27.95736001909481
2022-12-31,South,119.19,119.19,99.0152003860779,28.679865316270888
2023-01-01,South,125.26,125.26,99.8044170994571,28.89375178072851
2023-01-02,South,128.84,128.84,103.46517595158043,29.80633242097604
2023-01-03,South,113.35,113.35,80.68899657733947,29.06233599431858
2023-01-04,South,110.55,110.55,93.0216383735124,26.07461485426157
2023-01-05,South,106.42,106.42,86.86844237948998,26.107817511941857
2023-01-06,South,108.33,108.33,91.65405054929826,31.005873176161085
2023-01-07,South,116.1,116.1,78.39872310903155,25.372634726232157
2023-01-08,South,121.12,121.12,107.33787352390364,25.520314536850687
2023-01-09,South,126.49,126.49,100.49405185922414,31.86517932959721
2023-01-10,South,122.82,122.82,103.79691408368758,28.206713877411797
2023-01-11,South,111.8,111.8,84.24047036437234,26.72352494451476
2023-01-12,South,108.25,108.25,89.66386952531286,25.087687243737776
2023-01-13,South,112.65,112.65,84.85292218413173,27.01039971846497
2023-01-14,South,106.3,106.3,81.92115519652098,29.457076224192683
2023-01-15,South,128.13,128.13,112.07415676933394,32.23025691723624
2023-01-16,South,127.1,127.1,100.72658799618328,32.14444702377396
2023-01-17,South,114.46,114.46,92.6551643658986,25.059545888414707
2023-01-18,South,115.39,115.39,96.66233865344378,25.775692526894264
2023-01-19,South,104.02,104.02,85.69440943986304,20.125842681029148
2023-01-20,South,106.67,106.67,86.08809452571789,24.71523835783449
2023-01-21,South,113.31,113.31,92.47280501233114,29.57540637277132
2023-01-22,South,125.22,125.22,112.19307792619138,31.077893031496743
2023-01-23,South,121.75,121.75,97.11190601483209,28.906973474095757
2023-01-24,South,124.81,124.81,100.85349523357483,29.917399432563897
